bedrooms,bathrooms,sqft,lot_size,year_built,has_pool,garage_spaces,market,neighborhood,price
2,2.0,1337,5395,1993,False,2,"Ames, IA",StoneBr,180000.0
4,3.5,2715,8963,1976,False,2,"Ames, IA",NWAmes,299800.0
4,2.5,2256,8795,2000,False,2,"Ames, IA",Gilbert,236000.0
4,1.5,2640,11700,1880,False,4,"Ames, IA",OldTown,265979.0
3,2.0,1720,10593,1996,False,2,"Ames, IA",NoRidge,260400.0
4,2.0,1529,8405,1945,False,1,"Ames, IA",Edwards,98000.0
3,1.0,1140,8800,1910,False,0,"Ames, IA",OldTown,96500.0
3,2.5,1320,7750,2003,False,2,"Ames, IA",Gilbert,162000.0
3,2.0,1494,9236,1997,False,2,"Ames, IA",CollgCr,217000.0
3,2.5,2098,10240,2005,False,3,"Ames, IA",NridgHt,275500.0
3,1.0,1026,7930,1969,False,2,"Ames, IA",NAmes,156000.0
3,2.5,1471,3230,1999,False,2,"Ames, IA",Somerst,172500.0
3,2.5,1768,10769,2007,False,2,"Ames, IA",CollgCr,212000.0
3,2.5,1386,11616,1978,False,2,"Ames, IA",Sawyer,158900.0
3,2.5,1501,2280,1999,False,2,"Ames, IA",Somerst,179400.0
4,2.5,2531,12257,1995,False,3,"Ames, IA",NoRidge,290000.0
2,1.0,864,9100,1959,False,1,"Ames, IA",NAmes,127500.0
2,1.0,1301,6911,1924,False,2,"Ames, IA",BrkSide,100000.0
3,2.5,1547,8640,2009,False,2,"Ames, IA",Somerst,215200.0
3,2.5,2365,9430,1999,False,3,"Ames, IA",NoRidge,337000.0
2,1.5,1494,9549,1995,False,2,"Ames, IA",Veenker,270000.0
2,2.0,1506,14587,2008,False,2,"Ames, IA",Somerst,264132.0
3,2.5,1714,10421,1988,False,2,"Ames, IA",NWAmes,196500.0
4,2.0,1750,12508,1940,False,1,"Ames, IA",Mitchel,160000.0
3,2.0,1836,9100,2004,False,2,"Ames, IA",CollgCr,216837.0
4,3.5,3279,53504,2003,False,3,"Ames, IA",StoneBr,538000.0
2,1.0,858,7252,1982,False,2,"Ames, IA",Sawyer,134900.0
2,1.0,1220,8877,1951,False,2,"Ames, IA",Edwards,102000.0
3,1.0,1117,7819,1976,False,2,"Ames, IA",Edwards,107000.0
2,1.0,912,10150,1958,False,1,"Ames, IA",NAmes,114500.0
3,2.0,1973,14226,2006,False,3,"Ames, IA",NridgHt,395000.0
2,2.0,1204,4500,1998,False,2,"Ames, IA",Mitchel,162000.0
3,2.0,1614,11210,2005,False,3,"Ames, IA",CollgCr,221500.0
3,1.0,894,13350,1974,False,2,"Ames, IA",Sawyer,142500.0
4,2.0,2020,8400,1977,False,2,"Ames, IA",SawyerW,144000.0
2,1.0,1004,10530,1977,False,2,"Ames, IA",Mitchel,135000.0
3,2.0,1253,7875,1995,False,2,"Ames, IA",Gilbert,176000.0
3,2.5,1603,7153,1992,False,2,"Ames, IA",SawyerW,175900.0
3,2.0,1430,16285,2001,False,2,"Ames, IA",CollgCr,187100.0
1,1.0,1110,9101,1978,False,2,"Ames, IA",Mitchel,165500.0
3,2.0,1484,6300,1914,False,0,"Ames, IA",OldTown,128000.0
3,2.0,1342,9790,1967,False,2,"Ames, IA",NWAmes,161500.0
4,2.0,1652,10800,1915,False,1,"Ames, IA",OldTown,139000.0
4,2.5,2084,10142,2004,False,2,"Ames, IA",SawyerW,233000.0
2,1.0,901,6000,1954,False,1,"Ames, IA",OldTown,107900.0
5,2.5,2087,12205,1966,False,2,"Ames, IA",ClearCr,187500.0
2,2.0,1145,3182,2005,False,2,"Ames, IA",Blmngtn,160200.0
3,1.0,1062,11333,1976,False,2,"Ames, IA",Mitchel,146800.0
3,2.5,2013,9920,1996,False,2,"Ames, IA",NoRidge,269790.0
3,2.0,1496,9158,2007,False,2,"Ames, IA",Somerst,225000.0
3,2.5,1895,10832,1994,False,2,"Ames, IA",Gilbert,194500.0
3,2.5,1564,8400,1980,False,2,"Ames, IA",SawyerW,171000.0
3,1.5,1285,8197,1977,False,2,"Ames, IA",Sawyer,143500.0
2,1.0,773,7677,1953,False,1,"Ames, IA",NAmes,110000.0
4,3.5,3140,13518,2008,False,3,"Ames, IA",NridgHt,485000.0
3,1.5,1768,7200,1937,False,1,"Ames, IA",SWISU,175000.0
4,2.5,1688,12798,1997,False,2,"Ames, IA",ClearCr,200000.0
2,1.0,1196,4800,1916,False,2,"Ames, IA",IDOTRR,109900.0
3,2.5,1456,8199,2005,False,2,"Ames, IA",CollgCr,189000.0
4,3.5,2822,13891,2008,False,3,"Ames, IA",NridgHt,582933.0
2,1.0,1128,9000,1954,False,1,"Ames, IA",NAmes,118000.0
3,2.0,1428,12274,2008,False,2,"Ames, IA",Somerst,227680.0
3,2.0,980,9750,1967,False,1,"Ames, IA",NAmes,135500.0
3,1.5,1576,21384,1923,False,2,"Ames, IA",BrkSide,223500.0
3,1.0,1086,13400,1966,False,2,"Ames, IA",NAmes,159950.0
2,2.0,2138,8100,1898,False,2,"Ames, IA",OldTown,106000.0
3,1.5,1309,10140,1974,True,2,"Ames, IA",NWAmes,181000.0
1,1.0,848,4438,2004,False,2,"Ames, IA",CollgCr,144500.0
2,1.0,1044,8712,1952,False,2,"Ames, IA",IDOTRR,55993.0
4,1.5,1442,9750,1958,False,1,"Ames, IA",NAmes,157900.0
3,1.5,1250,8248,1918,False,1,"Ames, IA",Edwards,116000.0
3,2.0,1661,12137,1998,False,2,"Ames, IA",CollgCr,224900.0
2,1.0,1008,11425,1954,False,1,"Ames, IA",NAmes,137000.0
3,2.0,1689,13265,2002,False,3,"Ames, IA",Mitchel,271000.0
3,1.0,1052,8816,1971,False,2,"Ames, IA",ClearCr,155000.0
2,2.0,1358,6371,2009,False,2,"Ames, IA",NridgHt,224000.0
3,2.5,1640,7226,2003,False,2,"Ames, IA",CollgCr,183000.0
2,1.0,936,6000,1953,False,2,"Ames, IA",OldTown,93000.0
3,2.5,1733,12394,2003,False,2,"Ames, IA",Gilbert,225000.0
3,2.0,1489,9900,1940,False,1,"Ames, IA",SWISU,139500.0
3,2.0,1489,11216,2006,False,2,"Ames, IA",Somerst,232600.0
2,2.0,2084,14803,2007,False,3,"Ames, IA",NridgHt,385000.0
2,1.0,784,6130,1924,False,0,"Ames, IA",BrkSide,109500.0
3,2.0,1434,8529,2001,False,2,"Ames, IA",SawyerW,189000.0
3,2.5,2126,28698,1967,False,2,"Ames, IA",ClearCr,185000.0
2,2.5,1223,2544,2005,False,2,"Ames, IA",Somerst,147400.0
3,1.5,1392,11900,1957,False,2,"Ames, IA",NAmes,166000.0
2,2.5,1200,3180,2005,False,2,"Ames, IA",Somerst,151000.0
3,2.5,1829,9548,2003,False,2,"Ames, IA",CollgCr,237000.0
3,1.5,1516,10004,1964,False,2,"Ames, IA",NAmes,167000.0
3,1.0,1144,7875,1961,False,2,"Ames, IA",NAmes,139950.0
2,2.0,1067,9600,1950,False,2,"Ames, IA",Sawyer,128000.0
2,1.0,1559,8100,1948,False,2,"Ames, IA",OldTown,153500.0
2,1.5,987,1680,1973,False,1,"Ames, IA",BrDale,100000.0
3,1.5,1099,9525,1995,False,1,"Ames, IA",CollgCr,144000.0
3,1.0,1200,11767,1946,False,1,"Ames, IA",Edwards,130500.0
4,2.0,1482,12155,1925,False,1,"Ames, IA",SWISU,140000.0
3,2.0,1539,10440,1904,False,2,"Ames, IA",OldTown,157500.0
3,1.5,1165,9020,1966,False,2,"Ames, IA",NAmes,174900.0
6,2.0,1800,8000,1961,False,0,"Ames, IA",NAmes,141000.0
4,1.5,1416,12665,1915,False,3,"Ames, IA",OldTown,153900.0
3,2.0,1701,16647,1975,False,2,"Ames, IA",Sawyer,171000.0
3,2.5,1775,9317,1993,False,2,"Ames, IA",SawyerW,213000.0
3,1.0,864,15523,1972,False,1,"Ames, IA",CollgCr,133500.0
5,3.0,2358,45600,1908,False,2,"Ames, IA",ClearCr,240000.0
3,2.5,1855,9600,1976,False,2,"Ames, IA",Veenker,187000.0
1,1.0,848,4435,2003,False,2,"Ames, IA",CollgCr,131500.0
2,2.0,1456,3196,2003,False,2,"Ames, IA",Blmngtn,215000.0
4,2.0,1646,7128,1941,False,1,"Ames, IA",Crawfor,164000.0
3,1.5,1445,12095,1964,False,2,"Ames, IA",NAmes,158000.0
3,1.5,1779,17920,1955,False,2,"Ames, IA",Sawyer,170000.0
3,1.5,1040,6897,1962,False,1,"Ames, IA",Sawyer,127000.0
3,1.0,1026,10970,1978,False,2,"Ames, IA",CollgCr,147000.0
3,2.5,1481,8125,1994,False,2,"Ames, IA",Gilbert,174000.0
3,2.0,1370,10400,1976,False,2,"Ames, IA",NWAmes,152000.0
4,2.5,2654,11029,1968,False,2,"Ames, IA",NWAmes,250000.0
3,1.5,1426,7642,1918,False,1,"Ames, IA",Crawfor,189950.0
3,1.5,1039,11625,1965,False,2,"Ames, IA",Sawyer,131500.0
3,2.0,1097,9672,1984,False,2,"Ames, IA",SawyerW,152000.0
3,1.0,1148,7931,1959,False,1,"Ames, IA",NAmes,132500.0
3,2.0,1372,8640,2007,False,2,"Ames, IA",Somerst,250580.0
3,1.0,1002,8750,1970,False,2,"Ames, IA",NAmes,148500.0
3,2.0,1646,10656,2006,False,3,"Ames, IA",Timber,248900.0
3,1.5,1120,6970,1961,False,2,"Ames, IA",Sawyer,129000.0
2,2.0,2320,14762,1948,False,2,"Ames, IA",Gilbert,169000.0
3,2.5,1949,9938,1993,False,2,"Ames, IA",SawyerW,236000.0
2,1.0,894,6600,1962,False,1,"Ames, IA",NAmes,109500.0
3,2.5,1682,8750,1998,False,2,"Ames, IA",CollgCr,200500.0
3,1.0,910,8892,1953,False,2,"Ames, IA",NAmes,116000.0
3,1.0,1268,12144,1949,False,1,"Ames, IA",NAmes,133000.0
3,1.5,1131,5720,1941,False,1,"Ames, IA",OldTown,66500.0
4,2.5,2610,9000,2007,False,2,"Ames, IA",Somerst,303477.0
3,1.0,1040,25286,1963,False,2,"Ames, IA",Mitchel,132250.0
4,2.5,2224,8834,2004,False,3,"Ames, IA",NridgHt,350000.0
3,1.0,1155,11782,1961,False,2,"Ames, IA",Sawyer,148000.0
3,1.0,864,7000,1978,False,1,"Ames, IA",CollgCr,136500.0
2,1.5,1090,7024,2005,False,2,"Ames, IA",Edwards,157000.0
3,2.5,1717,13758,1990,False,2,"Ames, IA",Timber,187500.0
3,2.5,1593,9636,1992,False,2,"Ames, IA",Gilbert,178000.0
5,1.0,2230,6204,1912,False,1,"Ames, IA",SWISU,118500.0
3,1.0,892,7150,1967,False,1,"Ames, IA",NAmes,100000.0
2,2.0,1709,5119,1999,False,2,"Ames, IA",Somerst,328900.0
4,2.0,1712,8393,1959,False,2,"Ames, IA",NAmes,145000.0
3,1.5,1393,16466,1955,False,1,"Ames, IA",Edwards,135500.0
4,2.0,2217,15865,1970,False,2,"Ames, IA",NAmes,268000.0
2,1.0,1505,12160,1953,False,2,"Ames, IA",NAmes,149500.0
3,1.0,924,8064,1949,False,2,"Ames, IA",NAmes,122900.0
3,2.5,1683,11184,1978,False,2,"Ames, IA",Sawyer,172500.0
3,1.0,1068,8414,1963,False,1,"Ames, IA",Sawyer,154500.0
3,1.0,1383,13284,1954,False,1,"Ames, IA",Sawyer,165000.0
4,2.0,1535,7018,1979,False,2,"Ames, IA",SawyerW,118858.0
4,1.5,1796,7056,1963,False,2,"Ames, IA",NAmes,140000.0
2,1.0,951,8765,1936,False,1,"Ames, IA",IDOTRR,106500.0
6,2.0,2240,7018,1979,False,2,"Ames, IA",SawyerW,142953.0
2,2.5,2364,12919,2009,False,3,"Ames, IA",NridgHt,611657.0
3,1.0,1236,6993,1961,False,1,"Ames, IA",Sawyer,135000.0
2,1.0,858,7340,1971,False,1,"Ames, IA",NAmes,110000.0
2,1.0,1306,8712,1957,False,1,"Ames, IA",NAmes,153000.0
3,2.5,1509,7875,2003,False,2,"Ames, IA",Gilbert,180000.0
3,2.0,1670,14859,2006,False,3,"Ames, IA",Gilbert,240000.0
3,1.0,902,6173,1967,False,1,"Ames, IA",Sawyer,125500.0
3,1.0,1063,9920,1954,False,1,"Ames, IA",NAmes,128000.0
3,2.0,1636,13501,2006,False,3,"Ames, IA",Somerst,255000.0
3,1.5,2057,11500,1936,False,1,"Ames, IA",Crawfor,250000.0
2,1.0,902,8885,1983,False,2,"Ames, IA",Mitchel,131000.0
3,2.5,1484,12589,2005,False,2,"Ames, IA",Gilbert,174000.0
5,2.0,2274,11600,1960,False,2,"Ames, IA",NAmes,154300.0
3,1.5,1268,9286,1977,False,1,"Ames, IA",CollgCr,143500.0
3,1.0,1015,6120,1925,False,1,"Ames, IA",BrkSide,88000.0
4,2.0,2002,6270,1949,False,3,"Ames, IA",Crawfor,145000.0
2,2.5,1224,3000,2009,False,2,"Ames, IA",Somerst,173733.0
3,1.5,1092,2001,1970,False,1,"Ames, IA",MeadowV,75000.0
1,0.0,480,9000,1949,False,1,"Ames, IA",IDOTRR,35311.0
3,1.0,1229,17140,1956,False,1,"Ames, IA",Edwards,135000.0
4,2.5,2127,13125,1991,False,3,"Ames, IA",SawyerW,238000.0
3,1.0,1414,11029,1958,False,2,"Ames, IA",NAmes,176500.0
3,2.5,1721,8462,1994,False,2,"Ames, IA",SawyerW,201000.0
4,3.0,2200,8777,1900,False,0,"Ames, IA",Edwards,145900.0
3,2.0,1316,10237,2005,False,2,"Ames, IA",Gilbert,169990.0
2,2.0,1617,8012,1993,False,2,"Ames, IA",SawyerW,193000.0
3,2.0,1686,10240,1980,False,2,"Ames, IA",NWAmes,207500.0
3,2.0,1126,15611,1977,False,2,"Ames, IA",NWAmes,175000.0
4,2.5,2374,11999,2003,False,3,"Ames, IA",NridgHt,285000.0
4,2.5,1978,9900,1968,False,2,"Ames, IA",NWAmes,176000.0
3,2.0,1788,11838,2001,False,2,"Ames, IA",CollgCr,236500.0
4,2.5,2236,13006,1997,False,2,"Ames, IA",Gilbert,222000.0
3,2.0,1466,8925,2007,False,3,"Ames, IA",Timber,201000.0
2,1.0,925,9100,1965,False,1,"Ames, IA",NAmes,117500.0
3,2.0,1905,11670,2006,False,3,"Ames, IA",Somerst,320000.0
3,2.0,1500,8487,2004,False,2,"Ames, IA",CollgCr,190000.0
4,2.0,2069,27650,1960,False,2,"Ames, IA",NAmes,242000.0
1,1.0,747,5825,1926,False,2,"Ames, IA",BrkSide,79900.0
2,2.0,1200,10083,2003,False,2,"Ames, IA",SawyerW,184900.0
3,2.5,1971,9675,2005,False,2,"Ames, IA",Somerst,253000.0
3,2.5,1962,8760,2006,False,3,"Ames, IA",CollgCr,239799.0
4,2.0,2403,24090,1940,False,1,"Ames, IA",ClearCr,244400.0
4,2.0,1728,12640,1976,False,2,"Ames, IA",Mitchel,150900.0
3,2.5,2060,8755,1999,False,2,"Ames, IA",Gilbert,214000.0
4,2.0,1440,7711,1977,False,0,"Ames, IA",Edwards,150000.0
4,2.0,1632,25000,1967,False,2,"Ames, IA",Mitchel,143000.0
3,1.0,1344,14375,1958,False,2,"Ames, IA",Timber,137500.0
2,1.0,1869,8820,1890,False,2,"Ames, IA",OldTown,124900.0
3,1.0,1144,8163,1959,False,1,"Ames, IA",NAmes,143000.0
3,2.0,1629,14536,2002,False,3,"Ames, IA",Timber,270000.0
3,2.5,1776,14006,2002,False,2,"Ames, IA",CollgCr,192500.0
3,1.5,1381,9360,1972,False,2,"Ames, IA",NWAmes,197500.0
3,1.0,864,7200,1950,False,2,"Ames, IA",NAmes,129000.0
3,1.0,965,7800,1965,False,1,"Ames, IA",SawyerW,119900.0
2,1.0,768,7200,1972,False,1,"Ames, IA",CollgCr,133900.0
4,2.5,1968,11075,1969,False,2,"Ames, IA",Mitchel,172000.0
4,2.0,980,9400,1975,False,0,"Ames, IA",Edwards,127500.0
4,2.0,1958,7136,1946,False,2,"Ames, IA",Crawfor,145000.0
2,1.5,1229,1300,1980,False,2,"Ames, IA",Blueste,124000.0
3,1.0,1057,7420,1962,False,2,"Ames, IA",Sawyer,132000.0
3,2.0,1337,8450,2003,False,2,"Ames, IA",CollgCr,185000.0
3,2.5,1416,2572,1999,False,2,"Ames, IA",Somerst,155000.0
2,1.0,858,7207,1958,False,0,"Ames, IA",BrkSide,116500.0
4,2.5,2872,12227,1977,False,2,"Ames, IA",NWAmes,272000.0
3,2.5,1548,2308,1976,False,2,"Ames, IA",NPkVill,155000.0
2,2.0,1800,11923,2007,False,2,"Ames, IA",CollgCr,239000.0
4,2.5,1894,11316,2002,False,2,"Ames, IA",Timber,214900.0
3,2.5,1484,10237,2005,False,2,"Ames, IA",Gilbert,178900.0
2,1.5,1308,9600,1940,False,1,"Ames, IA",Crawfor,160000.0
3,1.0,1098,7390,1955,False,1,"Ames, IA",NAmes,135000.0
2,1.0,968,5925,1910,False,0,"Ames, IA",OldTown,37900.0
2,1.0,1095,10382,1958,False,1,"Ames, IA",NAmes,140000.0
4,1.5,1192,10800,1949,False,0,"Ames, IA",NAmes,135000.0
2,2.0,1626,2268,2003,False,2,"Ames, IA",NridgHt,173000.0
2,2.0,918,7892,1979,False,1,"Ames, IA",SawyerW,99500.0
3,2.0,1428,11639,2007,False,2,"Ames, IA",Somerst,182000.0
3,1.0,2019,11414,1910,False,2,"Ames, IA",BrkSide,167500.0
3,2.5,1382,2651,2000,False,2,"Ames, IA",Somerst,165000.0
2,1.0,869,5900,1923,False,0,"Ames, IA",BrkSide,85500.0
1,1.5,1241,4274,2006,False,2,"Ames, IA",Somerst,199900.0
3,1.0,894,9450,1954,False,2,"Ames, IA",Edwards,110000.0
3,1.0,1121,8816,1963,False,2,"Ames, IA",Sawyer,139000.0
3,1.0,999,12122,1961,False,2,"Ames, IA",NAmes,178400.0
4,2.5,2612,12203,1998,False,3,"Ames, IA",NoRidge,336000.0
2,2.0,1266,3182,2007,False,2,"Ames, IA",Blmngtn,159895.0
4,2.5,2290,11250,2002,False,2,"Ames, IA",CollgCr,255900.0
4,2.0,1734,10125,1977,False,2,"Ames, IA",Mitchel,126000.0
3,1.0,1164,10880,1950,False,1,"Ames, IA",Edwards,125000.0
2,1.0,1635,5310,1910,False,1,"Ames, IA",OldTown,117000.0
3,2.5,1940,10159,2009,False,3,"Ames, IA",NridgHt,395192.0
4,2.5,2030,12046,1976,False,2,"Ames, IA",NWAmes,195000.0
3,2.5,1576,8125,2006,False,2,"Ames, IA",Somerst,197000.0
3,2.5,2392,9452,1997,False,3,"Ames, IA",NoRidge,348000.0
4,1.5,1742,17671,1882,False,2,"Ames, IA",OldTown,168000.0
3,2.5,1851,9760,1964,False,2,"Ames, IA",NAmes,187000.0
3,2.5,1500,8846,2005,False,2,"Ames, IA",CollgCr,173900.0
3,2.0,1718,12456,2006,False,3,"Ames, IA",NridgHt,337500.0
3,1.5,1230,4712,1946,False,1,"Ames, IA",BrkSide,121600.0
3,1.0,1050,10659,1961,False,1,"Ames, IA",NAmes,136500.0
2,2.0,1442,11717,1970,False,2,"Ames, IA",NWAmes,185000.0
3,1.0,1077,9786,1922,False,1,"Ames, IA",IDOTRR,91000.0
2,2.0,1208,6762,2006,False,2,"Ames, IA",CollgCr,206000.0
2,1.0,944,10206,1952,False,2,"Ames, IA",Edwards,82000.0
2,1.0,691,5400,1920,False,1,"Ames, IA",OldTown,86000.0
3,2.0,1574,11957,2006,False,3,"Ames, IA",Somerst,232000.0
4,2.0,1680,11500,1976,False,2,"Ames, IA",NWAmes,136905.0
1,2.0,1504,3182,2005,False,2,"Ames, IA",Blmngtn,181000.0
3,2.0,985,8385,1977,False,1,"Ames, IA",CollgCr,149900.0
3,2.0,1657,12155,1970,False,2,"Ames, IA",NAmes,163500.0
3,1.5,1092,2217,1970,False,1,"Ames, IA",MeadowV,88000.0
3,2.0,1710,12118,2004,False,2,"Ames, IA",Mitchel,240000.0
4,2.0,1522,6000,1926,False,0,"Ames, IA",SWISU,102000.0
4,2.0,1271,21286,1948,False,1,"Ames, IA",Sawyer,135000.0
4,2.0,1664,9825,1965,False,0,"Ames, IA",Edwards,100000.0
3,1.5,1502,10592,1923,False,1,"Ames, IA",Crawfor,165000.0
2,1.0,1022,7200,1910,False,1,"Ames, IA",OldTown,85000.0
2,1.0,1082,11664,1948,False,1,"Ames, IA",NAmes,119200.0
3,2.5,1665,8400,2001,False,2,"Ames, IA",NWAmes,227000.0
3,2.0,1504,11883,1996,False,2,"Ames, IA",CollgCr,203000.0
1,1.0,1360,5814,1984,False,2,"Ames, IA",StoneBr,187500.0
3,2.5,1472,10784,1991,False,2,"Ames, IA",Gilbert,160000.0
2,2.0,1506,3013,2005,False,2,"Ames, IA",Blmngtn,213490.0
2,1.5,1132,7024,2005,False,2,"Ames, IA",Edwards,176000.0
2,2.0,1220,7406,2006,False,2,"Ames, IA",CollgCr,194000.0
2,1.0,1248,9439,1930,False,1,"Ames, IA",OldTown,87000.0
2,2.0,1504,3182,2005,False,2,"Ames, IA",Blmngtn,191000.0
2,2.0,2898,15498,1976,False,2,"Ames, IA",Timber,287000.0
3,1.0,882,7700,1972,False,2,"Ames, IA",CollgCr,112500.0
3,1.0,1264,9300,1960,False,2,"Ames, IA",NAmes,167500.0
3,2.0,1646,9520,2007,False,3,"Ames, IA",Timber,293077.0
3,1.0,1376,9492,1941,False,1,"Ames, IA",NAmes,105000.0
3,1.5,1218,1680,1972,False,1,"Ames, IA",BrDale,118000.0
5,2.0,1928,7082,1916,False,0,"Ames, IA",SWISU,160000.0
5,2.5,3082,15863,1920,False,2,"Ames, IA",SWISU,197000.0
5,2.5,2520,14541,1993,False,3,"Ames, IA",NoRidge,310000.0
3,2.0,1654,8125,2002,False,3,"Ames, IA",CollgCr,230000.0
2,1.0,954,6305,1938,False,1,"Ames, IA",Crawfor,119750.0
3,1.0,845,11500,1957,False,1,"Ames, IA",Edwards,84000.0
2,2.0,1620,12898,2007,False,3,"Ames, IA",Timber,315500.0
3,2.5,2263,9240,2001,False,2,"Ames, IA",CollgCr,287000.0
3,1.5,1344,1533,1970,False,0,"Ames, IA",MeadowV,97000.0
1,1.0,630,1477,1970,False,1,"Ames, IA",MeadowV,80000.0
3,2.0,1803,13125,1957,False,2,"Ames, IA",Sawyer,155000.0
4,1.5,1632,9130,1966,False,2,"Ames, IA",NWAmes,173000.0
1,2.0,1306,5381,2005,False,2,"Ames, IA",NridgHt,196000.0
4,2.5,2329,11839,1990,False,2,"Ames, IA",SawyerW,262280.0
4,2.5,2524,9600,1981,False,2,"Ames, IA",NWAmes,278000.0
4,2.0,1733,13680,1955,False,2,"Ames, IA",Edwards,139600.0
4,3.5,2868,16056,2005,False,3,"Ames, IA",StoneBr,556581.0
3,1.0,990,9245,1994,False,2,"Ames, IA",CollgCr,145000.0
3,1.0,1771,21750,1960,False,2,"Ames, IA",Mitchel,115000.0
2,1.0,930,11100,1946,False,1,"Ames, IA",Edwards,84900.0
3,2.0,1302,8993,2007,False,2,"Ames, IA",Gilbert,176485.0
3,2.0,1316,11175,2007,False,2,"Ames, IA",CollgCr,200141.0
4,1.5,1977,9500,1964,False,2,"Ames, IA",NAmes,165000.0
4,1.0,1526,8562,1957,False,1,"Ames, IA",Edwards,144500.0
3,2.5,1989,11367,2002,False,2,"Ames, IA",CollgCr,255000.0
3,2.0,1523,11361,1976,False,2,"Ames, IA",NWAmes,180000.0
2,2.0,1364,7052,2005,False,2,"Ames, IA",NridgHt,185850.0
3,2.5,1850,29959,1994,False,2,"Ames, IA",NoRidge,248000.0
3,2.5,2184,11308,2008,False,3,"Ames, IA",NridgHt,335000.0
3,1.5,1991,11275,1932,False,2,"Ames, IA",Crawfor,220000.0
2,2.0,1338,4920,2001,False,2,"Ames, IA",StoneBr,213500.0
2,1.0,894,18000,1935,False,3,"Ames, IA",IDOTRR,81000.0
5,2.0,2337,13600,1900,False,2,"Ames, IA",OldTown,90000.0
2,1.0,1103,6000,1925,False,2,"Ames, IA",OldTown,110500.0
3,1.5,1154,11000,1966,False,2,"Ames, IA",NAmes,154000.0
3,2.5,2260,14000,1996,False,2,"Ames, IA",ClearCr,328000.0
3,2.5,1571,7837,1993,False,2,"Ames, IA",Gilbert,178000.0
4,1.5,1611,9760,1964,False,2,"Ames, IA",NAmes,167900.0
5,2.5,2521,3964,1973,False,2,"Ames, IA",MeadowV,151400.0
2,1.0,893,9600,1949,False,2,"Ames, IA",NAmes,135000.0
3,1.0,1048,10152,1956,False,1,"Ames, IA",NAmes,135000.0
4,1.5,1556,11700,1968,False,2,"Ames, IA",NWAmes,154000.0
4,1.0,1456,7585,1948,False,1,"Ames, IA",Edwards,91500.0
3,1.5,1426,7950,1977,False,2,"Ames, IA",Edwards,159500.0
2,2.0,1240,8556,2006,False,3,"Ames, IA",CollgCr,194000.0
3,1.5,1740,13125,1940,False,1,"Ames, IA",Crawfor,219500.0
3,2.0,1466,10800,1936,False,2,"Ames, IA",OldTown,170000.0
3,1.0,1096,15870,1969,False,1,"Ames, IA",NAmes,138800.0
1,1.0,848,4435,2004,False,2,"Ames, IA",CollgCr,155900.0
3,1.0,990,8775,1994,False,1,"Ames, IA",CollgCr,126000.0
3,2.0,1258,11040,1971,False,2,"Ames, IA",NWAmes,145000.0
3,1.5,1040,7500,1963,False,1,"Ames, IA",Sawyer,133000.0
3,2.0,1459,8749,2002,False,2,"Ames, IA",CollgCr,192000.0
3,1.0,1251,8800,1964,False,1,"Ames, IA",NAmes,160000.0
3,2.5,1498,13031,1995,False,2,"Ames, IA",Gilbert,187500.0
2,1.0,996,9069,1992,False,2,"Ames, IA",SawyerW,147000.0
3,1.5,1092,1974,1973,False,1,"Ames, IA",MeadowV,83500.0
3,2.5,1953,10574,2005,False,3,"Ames, IA",Somerst,252000.0
3,2.0,1709,2522,2004,False,2,"Ames, IA",Edwards,137500.0
1,1.5,1247,3316,2005,False,2,"Ames, IA",Somerst,197000.0
2,2.0,1040,8544,1950,False,2,"Ames, IA",NAmes,92900.0
2,2.5,1252,2160,1999,False,2,"Ames, IA",Somerst,160000.0
4,2.0,1694,8400,1925,False,2,"Ames, IA",SWISU,136500.0
1,1.5,1200,9230,1965,False,2,"Ames, IA",NAmes,146000.0
2,1.0,936,5868,1956,False,1,"Ames, IA",NAmes,129000.0
3,2.0,1314,9317,2006,False,2,"Ames, IA",CollgCr,176432.0
3,1.5,1355,6882,1914,False,0,"Ames, IA",IDOTRR,127000.0
2,1.5,1088,3696,1986,False,2,"Ames, IA",StoneBr,170000.0
3,1.0,1324,6000,1936,False,1,"Ames, IA",BrkSide,128000.0
3,2.0,1601,11880,1978,False,2,"Ames, IA",NWAmes,157000.0
1,1.0,438,8400,1920,False,1,"Ames, IA",SWISU,60000.0
3,1.0,950,9758,1971,False,1,"Ames, IA",NAmes,119500.0
2,1.0,1134,7000,1960,False,1,"Ames, IA",NAmes,135000.0
3,1.0,1194,8910,1959,False,2,"Ames, IA",NAmes,159500.0
3,2.5,1302,2016,1970,False,2,"Ames, IA",BrDale,106000.0
3,2.5,2622,12256,1994,False,2,"Ames, IA",NoRidge,325000.0
3,2.0,1442,10357,1990,False,2,"Ames, IA",SawyerW,179900.0
3,2.5,2021,23257,2006,False,2,"Ames, IA",Gilbert,274725.0
3,2.5,1690,8063,2000,False,2,"Ames, IA",Gilbert,181000.0
3,2.0,1836,11362,2004,False,3,"Ames, IA",NridgHt,280000.0
3,2.5,1658,8000,1995,False,2,"Ames, IA",Gilbert,188000.0
4,2.5,1964,10480,1976,False,2,"Ames, IA",NWAmes,205000.0
2,1.0,816,7100,1957,False,1,"Ames, IA",NAmes,129900.0
2,1.0,1008,8923,1953,False,1,"Ames, IA",NAmes,134500.0
2,1.0,833,5400,1954,False,1,"Ames, IA",OldTown,117000.0
3,2.0,1734,12085,2007,False,3,"Ames, IA",NridgHt,318000.0
